DISTRICTNAME NEIGHBORHOODNAME N AVG_UNITPRICE Q1_UNITPRICE Q3_UNITPRICE IQR CV CLUSTER
Centro Chueca-Justicia 15 5313.537095985704 5015.673981191223 6017.797552836485 1002.123571645262 0.1375316698211269 "Open building 1 (compact)"
Arganzuela Delicias 15 3896.823219347435 3747.967479674797 4078.679311556024 330.7118318812272 0.05114195936947589 "Consolidated fabric (old neighborhoods)"
Chamartín Bernabéu-Hispanoamérica 15 5543.385075824685 4901.9607843137255 6317.733990147783 1415.773205834057 0.08603601954199089 "Compact fabric (historic center)"
Carabanchel "Vista Alegre" 15 2292.3694716820696 2187.5 2417.857142857143 230.35714285714312 0.04277533850311477 "Open building 1 (compact)"
"Ciudad Lineal" "Pueblo Nuevo" 15 3645.653276235918 3559.5238095238096 4144.366197183099 584.8423876592892 0.06989920524426145 "Consolidated fabric (old neighborhoods)"
Latina Águilas 14 2371.5824448645367 2227.9761904761904 2500.640204865557 272.66401438936646 0.0800358019901596 "Single-family home 2 (low intensity)"
Carabanchel Opañel 14 2514.9150698916214 2318.5310759908284 2954.8611111111113 636.3300351202829 0.09738229454440574 "Consolidated fabric (old neighborhoods)"
Usera Zofío 14 1913.6515131408248 1503.0545750746674 2596.153846153846 1093.0992710791788 0.12214848764417162 "Open building 1 (compact)"
Hortaleza Canillas 14 3925.233234700469 3585.810810810811 4354.381443298969 768.5706324881585 0.09377138715612632 "Single-family home 2 (low intensity)"
Arganzuela Legazpi 13 3557.0206544735975 3587.5 3900 312.5 0.1137730403570337 "Consolidated fabric (old neighborhoods)"
Chamartín Prosperidad 13 4850.939197862486 4140.625 5291.666666666667 1151.041666666667 0.05541820463407805 "Consolidated fabric (old neighborhoods)"
Carabanchel "San Isidro" 13 1407.069622339664 1198.1981981981985 1750 551.8018018018017 0.1052463405351242 "Single-family home 2 (low intensity)"
Carabanchel Abrantes 13 1754.145004971586 1350 2401.234567901234 1051.2345679012346 0.10093157161740718 "Compact fabric (historic center)"
Moratalaz Marroquina 13 2239.222370241703 1680 2650 970 0.2256010601397664 "Open building 1 (compact)"
Villaverde "Los Rosales" 13 1670.6499848641522 1643.4782608695652 1800 156.52173913043475 0.06405825253590905 "Open building 1 (compact)"
Fuencarral Pilar 12 3096.719450750561 2716.507177033493 3205.645161290323 489.1379842568299 0.1340816152459684 "Open building 1 (compact)"
"Ciudad Lineal" Atalaya 12 4019.933558130908 3630.182072829132 4121.875 491.6929271708682 0.1626886525825605 "Consolidated fabric (old neighborhoods)"
Hortaleza "Virgen del Cortijo - Manoteras" 12 4546.355021345111 3961.470588235294 5404.545454545455 1443.0748663101608 0.09402525431796928 "Single-family home 2 (low intensity)"
Arganzuela Acacias 11 3860.218758740147 3808.988764044944 3932.5842696629215 123.59550561797778 0.02006676189808599 "Compact block (expansion)"
Retiro Pacífico 11 4743.560464106845 4505.639097744361 5084.745762711865 579.106664967504 0.06605391956877699 "Open building 1 (compact)"
Usera Almendrales 11 3933.9717972318153 3695.652173913043 4414.556962025317 718.9047881122738 0.12672788794280537 "Single-family home 2 (low intensity)"
"Puente de Vallecas" "Palomeras sureste" 11 1497.3609856448495 1369.047619047619 1598.3094879518071 229.26186890418808 0.03973710815230802 "Compact fabric (historic center)"
Vicálvaro "Valdebernardo - Valderribas" 11 2484.107578931382 2261.607142857143 2858.411214953271 596.804072096128 0.09826652187195926 "Compact fabric (historic center)"
Moncloa "El Plantío" 10 3809.130339063359 3750 3910.714285714286 160.71428571428578 0.03525925738790358 "Complete neighborhood"
Arganzuela Imperial 10 4250.063332346445 4011.607142857143 5323.798076923077 1312.190934065934 0.09994052801156636 "Open block (new extensions)"
Arganzuela Chopera 10 3831.499693509154 3517.0454545454545 4111.444805194805 594.3993506493503 0.07141625691857498 "Compact block (expansion)"
Tetuán "Bellas Vistas" 10 4393.376573866664 4172.222222222222 4556.521739130435 384.29951690821326 0.04080054150443825 "Compact fabric (historic center)"
Fuencarral "Las Tablas" 10 3886.500274016906 3913.5416666666665 4187.5 273.9583333333335 0.15089620530848452 "Open building 1 (compact)"
Moncloa "El Plantío" 10 3809.130339063359 3750 3910.714285714286 160.71428571428578 0.03525925738790358 "Open building 1 (compact)"
Carabanchel "Puerta Bonita" 10 1923.987976776098 1639.7335423197492 2214.285714285714 574.552171965965 0.07105397497342292 "Open building 1 (compact)"
Hortaleza "Valdebebas - Valdefuentes" 9 4440.851149256679 4429.5302013422815 4429.5302013422815 0 0.01545645476138491 "Open building 1 (compact)"
Hortaleza Sanchinarro 9 4736.285219095848 4452.054794520548 4964.285714285715 512.2309197651666 0.0346609997658503 "Compact fabric (historic center)"
Villaverde "San Andrés" 9 1754.741888505611 1263.6363636363635 2217.6470588235293 954.0106951871657 0.10864692856579242 "Open building 1 (compact)"
Vicálvaro "Casco Histórico de Vicálvaro" 9 2327.95218758549 2150 2444.4444444444443 294.44444444444434 0.04037146045669599 "Open building 1 (compact)"
"San Blas" Salvador 9 2755.618873661175 2666.6666666666665 2878.787878787879 212.1212121212125 0.01998771318040924 "Compact fabric (historic center)"
Barajas "Casco Histórico de Barajas" 9 3518.530721692129 3214.285714285714 3789.4736842105262 575.187969924812 0.04013907104148353 "Open building 1 (compact)"
Latina Águilas 8 1503.5621718656312 1389.8026315789473 1515.9390159390157 126.1363843600684 0.2783799830399726 "Consolidated fabric (old neighborhoods)"
Carabanchel Comillas 8 2422.5397690375976 2261.1072544255467 2718.75 457.6427455744534 0.1621935728760471 "Open building 1 (compact)"
"Puente de Vallecas" "Palomeras sureste" 8 1530.7548343154526 1407.8947368421054 1670.2302631578948 262.33552631578937 0.0597588220457933 "Consolidated fabric (old neighborhoods)"
"Ciudad Lineal" Colina 8 4870.203065277353 4743.988095238095 5379.375 635.3869047619046 0.1067700492156484 "Single-family home 2 (low intensity)"
Hortaleza Canillas 8 3501.676228876559 3362.1238938053098 3820.3125 458.18860619469024 0.11178196272308225 "Compact fabric (historic center)"
Barajas Timón 8 3004.346797847899 2739.1304347826085 3480.9523809523807 741.8219461697722 0.00549061845611927 "Single-family home 2 (low intensity)"
Retiro Pacífico 7 3886.85911846752 3735.793650793651 4060 324.20634920634893 0.03116850010739249 "Compact fabric (historic center)"
Moncloa "Ciudad Universitaria" 7 4382.567297367956 3587.893864013267 5413.385826771653 1825.4919627583863 0.1410600092116055 "Consolidated fabric (old neighborhoods)"
Moncloa Aravaca 7 3304.963095289053 2674.676589233551 3890.475313190862 1215.7987239573108 0.03638366270771176 "Compact fabric (historic center)"
Latina "Puerta del Ángel" 7 2722.4099255365795 2521.276595744681 2965.0900900900897 443.8134943454088 0.07916598580707807 "Open Building 2 (Fine Grain)"
Moratalaz "Media Legua" 7 3057.9415880012007 3047.6190476190477 3142.8571428571427 95.23809523809496 0.02202249488165203 "Compact fabric (historic center)"
"Ciudad Lineal" Quintana 7 3804.238317478485 2995.2380952380954 5441.176470588235 2445.9383753501397 0.04975728708597418 "Open building 1 (compact)"
Hortaleza "Virgen del Cortijo - Manoteras" 7 2464.9575996192143 2369.1239316239316 2605.902777777778 236.7788461538462 0.05355624648587681 "Compact block (expansion)"
Villaverde "San Cristóbal" 7 1195.27656790663 1064.516129032258 1339.681697612732 275.165568580474 0.06922921022607703 "Compact fabric (historic center)"
Vicálvaro "Valdebernardo - Valderribas" 7 2993.186548892185 2799.0196078431372 3214.285714285714 415.266106442577 0.02242202240432961 "Open block (new extensions)"
Tetuán Cuzco-Castillejos 6 3495.4027263874664 3422.6190476190477 3534.2261904761904 111.60714285714266 0.06724533581229225 "Compact fabric (historic center)"
Chamberí Vallehermoso 6 4499.509130930141 4219.512195121952 4923.492907801418 703.9807126794667 0.03303595412718506 "Single-family home 2 (low intensity)"
Moratalaz "Media Legua" 6 2461.560246462619 2308.3333333333335 2667.22027972028 358.8869463869464 0.16022380172853268 "Open building 1 (compact)"
Hortaleza "Apóstol Santiago" 6 3451.814395211487 3407.258064516129 3851.702508960573 444.44444444444434 0.11018368935254778 "Single-family home 2 (low intensity)"
"San Blas" Simancas 6 4137.685056048842 3809.160305343511 4302.667153818049 493.5068484745375 0.05126048848865876 "Single-family home 1 (medium intensity)"
Barajas "Casco Histórico de Barajas" 6 3083.503877077835 2874.393939393939 3362.5 488.10606060606096 0.02660096600875703 "Consolidated fabric (old neighborhoods)"
Centro Sol 5 9316.092887348166 9333.333333333334 10000 666.6666666666661 0.0171285523400871 "Compact fabric (historic center)"
Fuencarral Mirasierra 5 3977.30486516889 3641.304347826087 4364.864864864865 723.560517038778 0.03099366104933882 "Consolidated fabric (old neighborhoods)"
Carabanchel Opañel 5 2469.438631763393 2444.4444444444443 2831.6666666666665 387.2222222222222 0.15871188683629842 "Single-family home 2 (low intensity)"
Usera Moscardó 5 2455.754689758699 2180.925925925926 2681.818181818182 500.8922558922559 0.03711769321671828 "Open building 1 (compact)"
Hortaleza "Apóstol Santiago" 5 2931.4888492682635 2528.985507246377 3473.684210526316 944.6987032799389 0.0368078744717038 "Consolidated fabric (old neighborhoods)"
Hortaleza "Virgen del Cortijo - Manoteras" 5 2486.589499333259 2478.6324786324785 2617.1875 138.55502136752148 0.06248299243392308 "Open building 1 (compact)"
Vicálvaro Ambroz 5 2333.5085334415044 2354.5454545454545 2354.5454545454545 0 0.04394246066914675 "Single-family home 2 (low intensity)"
Vicálvaro "Valdebernardo - Valderribas" 5 2501.2998512798954 2639.5 2730 90.5 0.00872280235323403 "Open building 1 (compact)"
Latina "Cuatro Vientos" 4 1925.2754980660231 1729.6511627906975 2070.4690831556504 340.8179203649529 0.0843666754163906 "Complete neighborhood"
Retiro Jerónimos 4 4143.587146838419 4972.587719298246 6222.222222222223 1249.6345029239765 0 "Open building 1 (compact)"
Chamartín "El Viso" 4 5892.857142857143 5892.857142857143 5892.857142857143 0 0 "Open building 1 (compact)"
Tetuán "Bellas Vistas" 4 5331.697223600575 4852.916666666667 5845.563725490196 992.6470588235288 0.00325056878357205 "Consolidated fabric (old neighborhoods)"
Fuencarral Pilar 4 3110.425090533383 2562.5 3647.727272727273 1085.227272727273 0.06975034300464691 "Consolidated fabric (old neighborhoods)"
Moncloa "Casa de Campo" 4 5063.52844804739 4464.827935222673 5985.73329390893 1520.9053586862574 0.07566226521772425 "Compact fabric (historic center)"
Moncloa "Ciudad Universitaria" 4 4950.0474748302595 4735.382308845577 5154.047976011993 418.6656671664159 0.00813829448312247 "Single-family home 1 (medium intensity)"
Latina "Cuatro Vientos" 4 1925.2754980660231 1729.6511627906975 2070.4690831556504 340.8179203649529 0.0843666754163906 "Open building 1 (compact)"
Carabanchel "Vista Alegre" 4 1816.5716239093967 1773.5745614035088 1896.6165413533831 123.04197994987452 0.03066956264958494 "Compact fabric (historic center)"
Usera Orcasitas 4 1396.8087336339129 1310.6617647058824 1478.1746031746031 167.5128384687207 0.0386467298777095 "Open building 1 (compact)"
Usera "San Fermín" 4 1472.1698314682749 1402.784009094354 1579.268292682927 176.4842835885731 0.03851669784836618 "Consolidated fabric (old neighborhoods)"
"Puente de Vallecas" "Palomeras Bajas" 4 1928.9877294511407 1866.6049953746533 2015.25 148.6450046253467 0.06124531012347324 "Compact fabric (historic center)"
"San Blas" Hellín 4 2531.7568267049664 2001.875 3264.189189189189 1262.3141891891892 0.15350840546156727 "Open building 1 (compact)"
Barajas "Alameda de Osuna" 4 3485.489000201863 3400.563063063063 3562.5 161.93693693693697 0.02318097578384939 "Consolidated fabric (old neighborhoods)"
Centro Lavapiés-Embajadores 3 4692.82685844155 4341.452991452991 5016.483516483517 675.0305250305255 0.02968489649066547 "Consolidated fabric (old neighborhoods)"
Arganzuela Acacias 3 4600.305957296628 4562.94964028777 4638.489208633093 75.53956834532255 0.0058055422313988804 "Consolidated fabric (old neighborhoods)"
Arganzuela Acacias 3 3529.309798041514 3273.856209150327 4703.654188948307 1429.79797979798 0.02901721507668113 "Open block (new extensions)"
Salamanca Castellana 3 7377.049180327867 7377.049180327869 7377.049180327869 0 0 "Compact block (expansion)"
Latina "Los Cármenes" 3 2661.234083625615 2592.064338398649 2809.1397849462364 217.0754465475875 0.00357132183956429 "Single-family home 2 (low intensity)"
Vicálvaro Ambroz 3 2101.7529223498027 2055.2631578947367 2210.5263157894738 155.2631578947371 0 "Open building 1 (compact)"
Centro Huertas-Cortes 2 2925.8513394576407 2552.8499278499276 3840.3679653679656 1287.518037518038 0 "Open building 1 (compact)"
Moncloa "Casa de Campo" 2 4066.1201818605086 4033.333333333333 4100 66.66666666666697 0 "Single-family home 1 (medium intensity)"
Usera Zofío 2 2200.7128969726973 2183.823529411765 2218.1372549019607 34.31372549019579 0 "Open block (new extensions)"
"Ciudad Lineal" "San Juan Bautista" 2 3588.689814024164 3350.8312807881775 3914.5628078817736 563.731527093596 0 "Single-family home 2 (low intensity)"
Villaverde "Los Ángeles" 2 1492.4736842788473 1483.910891089109 1501.2376237623764 17.326732673267315 0 "Consolidated fabric (old neighborhoods)"
"San Blas" Amposta 2 1658.4582275860528 1612.3894416804865 1710.3026533996683 97.91321171918209 0 "Open building 1 (compact)"
Arganzuela Imperial 1 4252.336448598131 4252.336448598131 4252.336448598131 0 0 "Consolidated fabric (old neighborhoods)"
Arganzuela Legazpi 1 2849.999999999998 2850 2850 0 0 "Single-family home 1 (medium intensity)"
Retiro "Niño Jesús" 1 5075.187969924813 5075.187969924812 5075.187969924812 0 0 "Open building 1 (compact)"
Chamartín "Ciudad Jardín" 1 3297.619047619045 3297.6190476190477 3297.6190476190477 0 0 "Consolidated fabric (old neighborhoods)"
Moncloa Valdemarín 1 4550.847457627117 4550.847457627118 4550.847457627118 0 0 "Single-family home 2 (low intensity)"
"San Blas" Rosas 1 2576.923076923076 2576.923076923077 2576.923076923077 0 0 "Open building 1 (compact)"
