COD_NDP,DECRETO_LU,DISTRITO,DIRECCION,PLANTA,UNIDADES_VUT,EXPEDIENTE_LU,TIPO,RESOLUCION_LU,EXPEDIENTE_LF,DECRETO  LF,RESOLUCION_LF
11126479,Conceder,Distrito de Villaverde,CALLE POTASA 20,BAJA,2,500/2020/02866,VIVIENDAS DE USO TURÍSTICO,18/05/20,500/2020/06302,14/10/20,Conceder
11018962,Conceder,Distrito de Salamanca,CALLE GENERAL ORAA  70,SEGUNDA,1,500/2020/03052,VIVIENDAS DE USO TURÍSTICO,03/07/20,500/2021/02355,14/05/21,Conceder
11000898,Conceder,Distrito de Centro,CALLE LUCIENTE  5,BAJA,1,500/2020/03342,VIVIENDAS DE USO TURÍSTICO,09/06/20,500/2020/06344,13/10/20,Conceder
11082418,Conceder,Distrito de Usera,CALLE SANTUARIO  23,BAJA,1,500/2020/03482,VIVIENDAS DE USO TURÍSTICO,10/07/20,500/2020/06716,12/01/21,Conceder
11082418,Conceder,Distrito de Usera,CALLE SANTUARIO  23,BAJA,1,500/2020/03483,VIVIENDAS DE USO TURÍSTICO,10/07/20,500/2020/06715,18/11/20,Conceder
11003337,Conceder,Distrito de Centro,CALLE CENICERO  6,BAJA,1,500/2020/03675,VIVIENDAS DE USO TURÍSTICO,23/06/20,500/2021/06957,05/10/21,Conceder
11103531,Conceder,Distrito de Ciudad Lineal,CALLE SAN LAMBERTO  1,BAJA,1,500/2020/03715,VIVIENDAS DE USO TURÍSTICO,30/06/20,500/2021/07340,23/11/21,Conceder
11103524,Conceder,Distrito de Ciudad Lineal,CALLE SAN LAMBERTO   15,BAJA,1,500/2020/03717,VIVIENDAS DE USO TURÍSTICO,30/06/20,,,
11000909,Conceder,Distrito de Centro,CALLE MEDIODIA GRANDE   20,BAJA,1,500/2020/03916,VIVIENDAS DE USO TURÍSTICO,08/07/20,500/2020/04634,28/09/20,Conceder
11001523,Conceder,Distrito de Centro,CALLE DUQUE DE RIVAS 8,PRIMERA,2,500/2020/04352,VIVIENDAS DE USO TURÍSTICO,16/07/20,500/2022/00820,25/02/22,Conceder
11096760,Conceder,Distrito de Puente de Vallecas,CALLE SAN CLAUDIO 44,baja,1,500/2020/04503,VIVIENDAS DE USO TURÍSTICO,17/08/20,350/2025/21904,06/08/25,Conceder
11096760,Conceder,Distrito de Puente de Vallecas,CALLE SAN CLAUDIO 44,baja,1,500/2020/04504,VIVIENDAS DE USO TURÍSTICO,17/08/20,350/2025/21905,26/08/25,Conceder
31009049,Conceder,Distrito de Salamanca,CALLE ROBERTO DOMINGO  1 A,BAJA Y SOTANO,1,500/2020/04537,VIVIENDAS DE USO TURÍSTICO,18/05/21,500/2023/00269,23/10/23,Conceder
11060353,Conceder,Distrito de Latina,CALLE DOÑA MENCIA   13,BAJA,1,500/2020/05081,VIVIENDAS DE USO TURÍSTICO,27/08/20,,,
11060352,Conceder,Distrito de Latina,CALLE DOÑA MENCIA   11,BAJA,1,500/2020/05083,VIVIENDAS DE USO TURÍSTICO,26/08/20,,,
11052109,Conceder,Distrito de Moncloa-Aravaca,PASEO FLORIDA 45,BAJA,2,500/2020/05168,VIVIENDAS DE USO TURÍSTICO,11/09/20,500/2021/05099,17/08/21,Conceder
20012874,Conceder,Distrito de Tetuan,CALLE BERRUGUETE   59,BAJA,10,500/2020/05407,VIVIENDAS DE USO TURÍSTICO,20/11/20,500/2023/00003,31/01/23,Conceder
11000095,Conceder,Distrito de Centro,CALLE FOMENTO   36,BAJA,1,500/2020/05780,VIVIENDAS DE USO TURÍSTICO,02/10/20,500/2023/00076,14/04/23,Conceder
31010684,Conceder,Distrito de Tetuan,CALLE TORRIJOS   2,PRIMERA,1,500/2020/05997,VIVIENDAS DE USO TURÍSTICO,12/01/21,,,
11018293,Conceder,Distrito de Salamanca,CALLE AZCONA   46,BAJA,1,500/2020/06111,VIVIENDAS DE USO TURÍSTICO,27/10/20,220/2021/06448,03/08/21,Conceder
11018293,Conceder,Distrito de Salamanca,CALLE AZCONA   46,BAJA,1,500/2020/06137,VIVIENDAS DE USO TURÍSTICO,27/08/20,220/2021/06451,21/11/23,Conceder
11100034,Conceder,Distrito de Puente de Vallecas,CALLE PICO ALMANZOR   12,BAJA,1,500/2020/06139,VIVIENDAS DE USO TURÍSTICO,15/10/20,500/2022/07302,10/11/22,Conceder
11080745,Conceder,Distrito de Usera,PLAZA PROMESAS  6,BAJA,1,500/2020/06533,VIVIENDAS DE USO TURÍSTICO,27/10/20,350/2024/37774,19/12/24,Conceder
11103524,Conceder,Distrito de Ciudad Lineal,CALLE SAN LAMBERTO   15,SOTANO,1,500/2020/06556,VIVIENDAS DE USO TURÍSTICO,04/11/20,,,
11037504,Conceder,Distrito de Tetuan,CALLE PEDRO TEZANO   26,BAJA,3,500/2020/06665,VIVIENDAS DE USO TURÍSTICO,04/04/22,500/2022/03499,08/05/22,Conceder
11002698,Conceder,Distrito de Centro,CALLE OLIVAR  28,BAJA,1,500/2020/06668,VIVIENDAS DE USO TURÍSTICO,22/01/21,500/2022/07176,30/12/22,Conceder
11069473,Conceder,Distrito de Carabanchel,CALLE EDUARDO MARQUINA  28,BAJA,1,500/2020/06741,VIVIENDAS DE USO TURÍSTICO,06/11/20,500/2021/06810,01/10/21,Conceder
11110737,Conceder,Distrito de Ciudad Lineal,CALLE VIRGEN DE LA FUENSANTA   1,BAJA,1,500/2020/06930,VIVIENDAS DE USO TURÍSTICO,20/11/20,,,
11111776,Conceder,Distrito de Ciudad Lineal,PLAZA  CIUDAD DE SALTA   5,BAJA,2,500/2020/06961,VIVIENDAS DE USO TURÍSTICO,19/01/21,500/2021/08001,12/11/21,Conceder
11017658,Conceder,Distrito de Salamanca,CALLE NUESTRA SEÑORA DE GUADALUPE   6,BAJA,2,500/2020/07280,VIVIENDAS DE USO TURÍSTICO,02/12/20,350/2024/32859,07/11/24,Conceder
11118495,Conceder,Distrito de Hortaleza,CALLE BELIANES 14,baja,4,500/2020/07318,VIVIENDAS DE USO TURÍSTICO,09/06/21,,,
11007125,Conceder,Distrito de Centro,CALLE LUNA  11,BAJA Y SOTANO,1,500/2020/07395,VIVIENDAS DE USO TURÍSTICO,16/12/20,500/2021/04653,09/07/21,Conceder
11083796,Conceder,Distrito de Usera,CALLE MONEDEROS 15,BAJA,3,500/2020/07412,VIVIENDAS DE USO TURÍSTICO,22/12/20,500/2021/01384,15/03/21,Conceder
20086935,Conceder,Distrito de Latina,CALLE GOTARRENDURA  10,BAJA,1,500/2020/07521,VIVIENDAS DE USO TURÍSTICO,14/12/20,500/2021/02643,26/04/21,Conceder
11048294,Conceder,Distrito de Fuencarral-El Pardo,CALLE MATARO  28,BAJA,1,500/2020/07596,VIVIENDAS DE USO TURÍSTICO,22/12/20,500/2021/02043,07/04/21,Conceder
31035460,Conceder,Distrito de Fuencarral-El Pardo,CALLE MATARO  25,BAJA,1,500/2020/07603,VIVIENDAS DE USO TURÍSTICO,22/12/20,500/2021/02041,07/04/21,Conceder
11038928,Conceder,Distrito de Chamberí,CALLE DONOSO CORTES 73,BAJA,1,500/2020/07849,VIVIENDAS DE USO TURÍSTICO,18/01/21,,,
11060592,Conceder,Distrito de Latina,CALLE ANTILLON  12,BAJA,1,500/2020/07887,VIVIENDAS DE USO TURÍSTICO,13/01/21,500/2021/06028,17/09/21,Conceder
11019334,Conceder,Distrito de Salamanca,CALLE DON RAMON DE LA CRUZ  89,BAJA,1,500/2021/00007,VIVIENDAS DE USO TURÍSTICO,19/01/21,500/2021/04652,09/07/21,Conceder
11001173,Conceder,Distrito de Centro,CALLE CALATRAVA   20,BAJA,1,500/2021/00045,VIVIENDAS DE USO TURÍSTICO,23/03/21,,,
11123578,Conceder,Distrito de Villaverde,CALLE GILENA 16,BAJA,1,500/2021/00046,VIVIENDAS DE USO TURÍSTICO,28/01/21,,,
31035460,Conceder,Distrito de Fuencarral-El Pardo,CALLE MATARO  25,BAJA,1,500/2021/00085,VIVIENDAS DE USO TURÍSTICO,01/02/21,500/2021/04078,22/07/21,Conceder
11037410,Conceder,Distrito de Tetuan,PASEO DIRECCION   46,PRIMERA,1,500/2021/00106,VIVIENDAS DE USO TURÍSTICO,23/03/21,,,
11101392,Conceder,Distrito de Moratalaz,CALLE ANTONIO CUMELLA  7,BAJA,5,500/2021/00321,VIVIENDAS DE USO TURÍSTICO,04/02/21,,,
11110988,Conceder,Distrito de Ciudad Lineal,CALLE TORRELAGUNA  16,BAJA,1,500/2021/00433,VIVIENDAS DE USO TURÍSTICO,08/02/21,500/2021/02839,17/05/21,Conceder
11061856,Conceder,Distrito de Latina,AVENIDA PORTUGAL  141,BAJA,2,500/2021/00661,VIVIENDAS DE USO TURÍSTICO,08/03/21,500/2021/05101,22/07/21,Conceder
11013136,Conceder,Distrito de Retiro,CALLE JULIO REY PASTOR 2,BAJA,1,500/2021/00881,VIVIENDAS DE USO TURÍSTICO,03/03/21,,,
11052176,Conceder,Distrito de Moncloa-Aravaca,PASEO REY 18,BAJA Y SOTANO,1,500/2021/00886,VIVIENDAS DE USO TURÍSTICO,26/02/21,350/2025/35463,20/11/25,Conceder
11017658,Conceder,Distrito de Salamanca,CALLE NUESTRA SEÑORA DE GUADALUPE  6,BAJA,2,500/2021/00900,VIVIENDAS DE USO TURÍSTICO,16/04/21,500/2021/05444,16/04/21,Conceder
11107015,Conceder,Distrito de Ciudad Lineal,CALLE GANDHI 5,baja,4,500/2021/01013,VIVIENDAS DE USO TURÍSTICO,03/03/21,350/2024/15252,31/05/24,Conceder
11005482,Conceder,Distrito de Centro,CALLE DIVINO PASTOR 7,BAJA,1,500/2021/01151,VIVIENDAS DE USO TURÍSTICO,17/03/21,500/2022/05451,31/07/22,Conceder
11052910,Conceder,Distrito de Moncloa-Aravaca,CALLE TUTOR  59,BAJA,1,500/2021/01404,VIVIENDAS DE USO TURÍSTICO,24/04/21,500/2022/02468,22/04/22,Conceder
11052910,Conceder,Distrito de Moncloa-Aravaca,CALLE TUTOR  59,BAJA,1,500/2021/01406,VIVIENDAS DE USO TURÍSTICO,12/05/21,500/2021/04488,22/07/21,Conceder
20118225,Conceder,Distrito de Arganzuela,CALLE PUERTO DE LA CRUZ VERDE  11,BAJA,3,500/2021/01469,VIVIENDAS DE USO TURÍSTICO,05/04/21,500/2023/00035,17/02/23,Conceder
11002631,Conceder,Distrito de Centro,CALLE TORRECILLA DEL LEAL  5,BAJA,2,500/2021/01532,VIVIENDAS DE USO TURÍSTICO,23/03/21,500/2023/00298,29/11/23,Conceder
11107663,Conceder,Distrito de Ciudad Lineal,CALLE EMILIO FERRARI  27,BAJA,1,500/2021/01703,VIVIENDAS DE USO TURÍSTICO,05/04/21,500/2021/05443,10/08/21,Conceder
11048294,Conceder,Distrito de Fuencarral-El Pardo,CALLE MATARO  28,BAJA,1,500/2021/01829,VIVIENDAS DE USO TURÍSTICO,23/04/21,500/2021/06188,07/09/21,Conceder
11048294,Conceder,Distrito de Fuencarral-El Pardo,CALLE MATARO  28,BAJA,1,500/2021/01847,VIVIENDAS DE USO TURÍSTICO,08/06/21,500/2021/06240,01/10/21,Conceder
11048294,Conceder,Distrito de Fuencarral-El Pardo,CALLE MATARO  28,BAJA,1,500/2021/01855,VIVIENDAS DE USO TURÍSTICO,08/06/21,500/2021/06237,10/09/21,Conceder
11018636,Conceder,Distrito de Salamanca,CALLE JOSE PICON  29,BAJA,1,500/2021/01883,VIVIENDAS DE USO TURÍSTICO,07/04/21,500/2023/00153,21/06/23,Conceder
11100515,Conceder,Distrito de Puente de Vallecas,CALLE MENDIVIL  16,BAJA,1,500/2021/01948,VIVIENDAS DE USO TURÍSTICO,08/06/21,500/2022/04646,10/06/22,Conceder
20169494,Conceder,Distrito de Tetuan,CALLE MIOSOTIS  13,"1 BAJA, 2 PRIMERA Y 2 SEGUNDA",5,500/2021/02126,VIVIENDAS DE USO TURÍSTICO,30/07/21,500/2022/07369,30/12/22,Conceder
11028590,Conceder,Distrito de Tetuan,CALLE JERONIMA LLORENTE  19,BAJA,2,500/2021/02351,VIVIENDAS DE USO TURÍSTICO,12/05/21,,,
11047070,Conceder,Distrito de Fuencarral-El Pardo,AVENIDA  LLANO CASTELLANO  7,BAJA,3,500/2021/02568,VIVIENDAS DE USO TURÍSTICO,13/05/21,500/2022/04613,10/06/22,Conceder
11095316,Conceder,Distrito de Puente de Vallecas,CALLE UCEDA  7,BAJA,2,500/2021/02824,VIVIENDAS DE USO TURÍSTICO,01/09/21,500/2021/08068,22/11/21,Conceder
11023863,Conceder,Distrito de Chamartín,CALLE GENERAL ZABALA  19,PRIMERA,2,500/2021/02977,VIVIENDAS DE USO TURÍSTICO,06/07/21,500/2021/09038,29/12/21,Conceder
11038624,Conceder,Distrito de Chamberí,CALLE RODRIGUEZ SAN PEDRO  62,BAJA Y SOTANO,1,500/2021/03096,VIVIENDAS DE USO TURÍSTICO,24/05/21,500/2022/02179,01/04/22,Conceder
11038590,Conceder,Distrito de Chamberí,CALLE ANDRES MELLADO  31,SOTANO,2,500/2021/03158,VIVIENDAS DE USO TURÍSTICO,06/07/21,500/2021/05206,12/08/21,Conceder
11000733,Conceder,Distrito de Centro,CALLE CAVA ALTA  21,BAJA Y SOTANO,1,500/2021/03174,VIVIENDAS DE USO TURÍSTICO,08/06/21,500/2021/07441,29/12/21,Conceder
11004927,Conceder,Distrito de Centro,CALLE SANTA BRIGIDA  17,BAJA Y SOTANO,1,500/2021/03257,VIVIENDAS DE USO TURÍSTICO,31/05/21,500/2021/05223,02/07/21,Conceder
11038590,Conceder,Distrito de Chamberí,CALLE ANDRES MELLADO  31,SOTANO,2,500/2021/03409,VIVIENDAS DE USO TURÍSTICO,08/06/21,500/2021/05067,10/08/21,Conceder
11002397,Conceder,Distrito de Centro,CALLE AMPARO  11,BAJA,1,500/2021/03498,VIVIENDAS DE USO TURÍSTICO,06/07/21,500/2021/05335,10/08/21,Conceder
11001578,Conceder,Distrito de Centro,PLAZA TIRSO DE MOLINA  20,BAJA,1,500/2021/03607,VIVIENDAS DE USO TURÍSTICO,14/07/21,500/2021/07926,22/11/21,Conceder
11028843,Conceder,Distrito de Tetuan,CALLE FRANCISCO SALAS 4,BAJA,2,500/2021/03652,VIVIENDAS DE USO TURÍSTICO,14/07/22,500/2023/00291,21/06/24,Conceder
11001002,Conceder,Distrito de Centro,PLAZA  MORERIA  1,BAJA Y SOTANO,1,500/2021/03747,VIVIENDAS DE USO TURÍSTICO,01/09/21,500/2022/03630,21/06/22,Conceder
11002024,Conceder,Distrito de Centro,CALLE RODAS 18,BAJA,1,500/2021/03886,VIVIENDAS DE USO TURÍSTICO,26/07/21,500/2021/07690,25/11/21,Conceder
11060203,Conceder,Distrito de Latina,CALLE SAN  CRISPIN  5,BAJA,1,500/2021/03889,VIVIENDAS DE USO TURÍSTICO,01/09/21,500/2022/00950,28/02/22,Conceder
11046454,Conceder,Distrito de Fuencarral-El Pardo,CALLE PONFERRADA  35,BAJA,1,500/2021/03900,VIVIENDAS DE USO TURÍSTICO,01/09/21,500/2022/00436,28/02/22,Conceder
11047572,Conceder,Distrito de Fuencarral-El Pardo,CALLE ISLA DE JAVA  78,BAJA,1,500/2021/03989,VIVIENDAS DE USO TURÍSTICO,14/07/21,,,
11047572,Conceder,Distrito de Fuencarral-El Pardo,CALLE ISLA DE JAVA  78,BAJA,1,500/2021/03991,VIVIENDAS DE USO TURÍSTICO,06/07/21,,,
11033852,Conceder,Distrito de Tetuan,CALLE CAPITAN BLANCO ARGIBAY  5,"1 BAJA, 2 PRIMERA",3,500/2021/04043,VIVIENDAS DE USO TURÍSTICO,08/04/22,350/2025/14959,30/07/25,Conceder
11002115,Conceder,Distrito de Centro,CALLE CABESTREROS  11,BAJA,2,500/2021/04079,VIVIENDAS DE USO TURÍSTICO,22/11/21,500/2023/00213,29/02/24,Conceder
11001143,Conceder,Distrito de Centro,RONDA SEGOVIA  41,BAJA,1,500/2021/04240,VIVIENDAS DE USO TURÍSTICO,20/08/21,500/2022/03756,10/06/22,Conceder
11052067,Conceder,Distrito de Moncloa-Aravaca,AVENIDA VALLADOLID  3,BAJA,1,500/2021/04241,VIVIENDAS DE USO TURÍSTICO,30/07/21,500/2022/01032,10/05/22,Conceder
20169494,Conceder,Distrito de Tetuan,CALLE MIOSOTIS  13,"1 BAJA, 2 PRIMERA",3,500/2021/04268,VIVIENDAS DE USO TURÍSTICO,14/07/21,500/2022/07369,30/12/22,Conceder
11008925,Conceder,Distrito de Arganzuela,CALLE ALDEA DEL FRESNO  25,BAJA,3,500/2021/04325,VIVIENDAS DE USO TURÍSTICO,14/07/21,500/2021/08753,17/12/21,Conceder
11006667,Conceder,Distrito de Centro,CALLE AMANIEL  9,BAJA,1,500/2021/04629,VIVIENDAS DE USO TURÍSTICO,22/07/21,500/2021/06607,17/09/21,Conceder
11002455,Conceder,Distrito de Centro,CALLE JESUS Y MARÍA  25,BAJA,1,500/2021/04741,VIVIENDAS DE USO TURÍSTICO,22/07/21,500/2021/08427,17/12/21,Conceder
11047622,Conceder,Distrito de Fuencarral-El Pardo,CALLE LABAJOS  4,PRIMERA,2,500/2021/04971,VIVIENDAS DE USO TURÍSTICO,01/09/21,500/2022/04472,10/06/22,Conceder
11039917,Conceder,Distrito de Chamberí,CALLE PALAFOX  9,BAJA,1,500/2021/05159,VIVIENDAS DE USO TURÍSTICO,05/08/21,500/2023/00023,17/02/23,Conceder
11039917,Conceder,Distrito de Chamberí,CALLE PALAFOX 9,BAJA,1,500/2021/05161,VIVIENDAS DE USO TURÍSTICO,30/07/21,500/2023/00025,07/02/23,Conceder
11086362,Conceder,Distrito de Usera,CALLE GONZALEZ ARIAS 3,PRIMERA,1,500/2021/05218,VIVIENDAS DE USO TURÍSTICO,10/08/21,500/2022/00573,14/02/22,Conceder
11029849,Conceder,Distrito de Tetuan,CALLE TERUEL  25,BAJA,1,500/2021/05274,VIVIENDAS DE USO TURÍSTICO,05/08/21,500/2022/03525,08/05/22,Conceder
11018319,Conceder,Distrito de Salamanca,CALLE CARTAGENA  47,BAJA Y SOTANO,1,500/2021/05314,VIVIENDAS DE USO TURÍSTICO,05/08/21,350/2026/07512,12/03/26,Conceder
11029534,Conceder,Distrito de Tetuan,CALLE PALENCIA 39,BAJA,1,500/2021/05671,VIVIENDAS DE USO TURÍSTICO,20/08/21,500/2023/00007,24/01/23,Conceder
11018806,Conceder,Distrito de Salamanca,CALLE COSLADA  8,BAJA,2,500/2021/05918,VIVIENDAS DE USO TURÍSTICO,01/09/21,500/2022/04550,28/06/22,Conceder
11002323,Conceder,Distrito de Centro,CALLE AMPARO 86,BAJA Y SOTANO,2,500/2021/06027 500/2022/00023,VIVIENDAS DE USO TURÍSTICO,14/01/22,500/2022/04765,21/06/22,Conceder
11012355,Conceder,Distrito de Retiro,CALLE NARVAEZ  71,BAJA,2,500/2021/06172,VIVIENDAS DE USO TURÍSTICO,04/10/21,500/2021/09184,05/07/23,Conceder
11006818,Conceder,Distrito de Centro,CALLE MANZANA  7,BAJA Y SOTANO,1,500/2021/06339,VIVIENDAS DE USO TURÍSTICO,10/09/21,500/2021/07869,08/11/21,Conceder
11092835,Conceder,Distrito de Puente de Vallecas,CALLE SIERRA DE ALCUBIERRE  7,"1 PRIMERA, 1 SEGUNDA , 1 TERCERA",3,500/2021/06746,VIVIENDAS DE USO TURÍSTICO,28/09/21,500/2022/03704,10/06/22,Conceder
11018589,Conceder,Distrito de Salamanca,CALLE ANDRES TAMAYO  3,BAJA,1,500/2021/06922,VIVIENDAS DE USO TURÍSTICO,06/10/21,350/2024/10835,14/06/24,Conceder
11060045,Conceder,Distrito de Latina,CALLE GENISTA  7,BAJA,2,500/2021/06977,VIVIENDAS DE USO TURÍSTICO,08/10/21,500/2022/02081,10/05/22,Conceder
11061018,Conceder,Distrito de Latina,CALLE BARRAFON  21,BAJA,1,500/2021/07033,VIVIENDAS DE USO TURÍSTICO,25/10/21,500/2022/07363,14/02/24,Conceder
11061018,Conceder,Distrito de Latina,CALLE BARRAFON  21,BAJA,1,500/2021/07163,VIVIENDAS DE USO TURÍSTICO,25/10/21,500/2022/07360,10/01/23,Conceder
11016408,Conceder,Distrito de Salamanca,CALLE LOS PEÑASCALES  7,SOTANO,1,500/2021/07399,VIVIENDAS DE USO TURÍSTICO,02/11/21,500/2022/00851,04/02/22,Conceder
11092835,Conceder,Distrito de Puente de Vallecas,CALLE SIERRA DE ALCUBIERRE  7,"1 PRIMERA, 1 SEGUNDA , 1 TERCERA",3,500/2021/07414,VIVIENDAS DE USO TURÍSTICO,02/11/21,500/2022/04011,26/05/22,Conceder
11036815,Conceder,Distrito de Tetuan,CALLE ALGODONALES  73,BAJA,1,500/2021/07798,VIVIENDAS DE USO TURÍSTICO,22/11/21,500/2022/04319,06/06/22,Conceder
20150539,Conceder,Distrito de Barajas,AVENIDA GENERAL 13,EDIF EXCLUSIVO,7,500/2021/07886,VIVIENDAS DE USO TURÍSTICO,25/11/21,350/2024/38270,24/01/25,Conceder
11030403,Conceder,Distrito de Tetuan,CALLE HERMANO GARATE  9,BAJA,1,500/2021/07888,VIVIENDAS DE USO TURÍSTICO,25/11/21,500/2022/07298,10/11/22,Conceder
11018701,Conceder,Distrito de Salamanca,CALLE COSLADA  26,"3  BAJA , 2 BAJA Y SOTANO",5,500/2021/07963,VIVIENDAS DE USO TURÍSTICO,28/02/22,500/2023/00157,05/09/23,Conceder
20153456,Conceder,Distrito de Barajas,CALLE ALCAÑIZ  6,BAJA,1,500/2021/08116,VIVIENDAS DE USO TURÍSTICO,25/11/21,500/2022/02164,22/04/22,Conceder
11006342,Conceder,Distrito de Centro,CALLE SAN VICENTE FERRER  76,BAJA,1,500/2021/08117,VIVIENDAS DE USO TURÍSTICO,26/11/21,500/2022/04797,21/06/22,Conceder
20148260,Conceder,Distrito de Tetuan,CALLE ALVAREZ  2,BAJA,2,500/2021/08140,VIVIENDAS DE USO TURÍSTICO,25/11/21,500/2023/00066,23/03/23,Conceder
11008476,Conceder,Distrito de Arganzuela,CALLE LAUREL  23,BAJA,3,500/2021/08205,VIVIENDAS DE USO TURÍSTICO,17/12/21,500/2022/00647,07/02/21,Conceder
11092318,Conceder,Distrito de Puente de Vallecas,CALLE EDUARDO SANZ  19,"1 BAJA, 1 PRIMERA, 1 SEGUNDA",3,500/2021/08368,VIVIENDAS DE USO TURÍSTICO,10/12/21,500/2022/03652,31/07/22,Conceder
11001522,Conceder,Distrito de Centro,CALLE DUQUE DE RIVAS  6,BAJA,1,500/2021/08967,VIVIENDAS DE USO TURÍSTICO,10/05/22,500/2022/06779,10/01/23,Conceder
20183906,Conceder,Distrito de San Blas-Canillejas,CALLE SUIZA  30,BAJA Y PRIMERA,1,500/2021/09028,VIVIENDAS DE USO TURÍSTICO,20/05/22,,,
11022537,Conceder,Distrito de Chamartín,PASAJE PRADILLO  5,BAJA,1,500/2021/09070,VIVIENDAS DE USO TURÍSTICO,19/04/22,350/2025/07827,05/05/25,Conceder
11110799,Conceder,Distrito de Ciudad Lineal,CALLE VIRGEN DE AFRICA  35,BAJA,1,500/2021/09238,VIVIENDAS DE USO TURÍSTICO,13/01/22,500/2023/00029,10/03/23,Conceder
11002323,Conceder,Distrito de Centro,CALLE AMPARO 86,BAJA,1,500/2022/00023,VIVIENDAS DE USO TURÍSTICO,14/01/22,500/2022/04765,21/06/22,Conceder
11106793,Conceder,Distrito de Ciudad Lineal,CALLE SANTURCE 1,BAJA,3,500/2022/00104,VIVIENDAS DE USO TURÍSTICO,21/01/22,500/2022/05062,28/06/22,Conceder
11104344,Conceder,Distrito de Ciudad Lineal,CALLE SAN MARCELO  18,BAJA,1,500/2022/00106,VIVIENDAS DE USO TURÍSTICO,17/01/22,500/2022/03227,05/05/22,Conceder
11060106,Conceder,Distrito de Latina,CALLE ANTONIO ZAMORA  4,BAJA,1,500/2022/00180,VIVIENDAS DE USO TURÍSTICO,18/01/22,500/2022/05088,04/07/22,Conceder
11032004,Conceder,Distrito de Tetuan,CALLE VICENTE GACEO 21,BAJA,1,500/2022/00218,VIVIENDAS DE USO TURÍSTICO,21/01/22,500/2023/00281,13/11/23,Conceder
11018806,Conceder,Distrito de Salamanca,CALLE COSLADA 8,BAJA,1,500/2022/00309,VIVIENDAS DE USO TURÍSTICO,10/02/22,500/2023/00002,26/06/23,Conceder
11046635,Conceder,Distrito de Fuencarral-El Pardo,PLAZA MONDARIZ 9,BAJA Y SOTANO,1,500/2022/00506,VIVIENDAS DE USO TURÍSTICO,04/02/22,,,
11008493,Conceder,Distrito de Arganzuela,CALLE PEÑUELAS 20,BAJA,2,500/2022/00585,VIVIENDAS DE USO TURÍSTICO,10/02/22,500/2022/07375,11/01/23,Conceder
11061118,Conceder,Distrito de Latina,CALLE GALIANA  16,BAJA,1,500/2022/00665,VIVIENDAS DE USO TURÍSTICO,09/02/22,500/2022/05182,28/06/22,Conceder
11005845,Conceder,Distrito de Centro,CALLE JESUS DEL VALLE 23,BAJA,1,500/2022/00677,VIVIENDAS DE USO TURÍSTICO,17/02/22,500/2022/07346,29/09/22,Conceder
11038590,Conceder,Distrito de Chamberí,CALLE ANDRES MELLADO  31,SOTANO,3,500/2022/00693,VIVIENDAS DE USO TURÍSTICO,08/02/22,500/2023/00129,10/07/23,Conceder
31008689,Conceder,Distrito de Hortaleza,CALLE SANTA ADELA 15,BAJA Y SOTANO,1,500/2022/00709,VIVIENDAS DE USO TURÍSTICO,17/02/22,500/2022/05913,22/09/22,Conceder
11027371,Conceder,Distrito de Chamartín,PLAZA ANDRES MANJON 7,BAJA,1,500/2022/00749,VIVIENDAS DE USO TURÍSTICO,17/02/22,500/2022/04676,28/06/22,Conceder
11118894,Conceder,Distrito de Hortaleza,AVENIDA CELIO VILLALBA 6,BAJA,1,500/2022/00792,VIVIENDAS DE USO TURÍSTICO,17/02/22,350/2024/09697,02/04/24,Conceder
11032333,Conceder,Distrito de Tetuan,CALLE MATILDE LANDA 28,BAJA,2,500/2022/00863,VIVIENDAS DE USO TURÍSTICO,17/02/22,500/2022/07013,26/09/22,Conceder
11024036,Conceder,Distrito de Chamartín,CALLE AGUSTIN DE ROJAS 7,BAJA,11,500/2022/00869,VIVIENDAS DE USO TURÍSTICO,22/02/22,350/2025/07581,18/03/25,Conceder
11009884,Conceder,Distrito de Arganzuela,CALLE TARRAGONA 2,BAJA,3,500/2022/00896,VIVIENDAS DE USO TURÍSTICO,17/02/22,500/2022/02926,08/05/22,Conceder
11001944,Conceder,Distrito de Centro,CALLE PEÑA DE FRANCIA 6,BAJA,1,500/2022/01201,VIVIENDAS DE USO TURÍSTICO,28/02/22,500/2022/03339,05/05/22,Conceder
11009398,Conceder,Distrito de Arganzuela,CALLE PUERTO DE MIRAVETE 11,BAJA,2,500/2022/01252,VIVIENDAS DE USO TURÍSTICO,28/02/22,500/2023/00131,30/05/23,Conceder
11028055,Conceder,Distrito de Tetuan,CALLE SAN RAIMUNDO 22,BAJA,1,500/2022/01321,VIVIENDAS DE USO TURÍSTICO,28/02/22,500/2022/02833,08/05/22,Conceder
11009908,Conceder,Distrito de Arganzuela,CALLE CANARIAS 38,"1 BAJA, 1 SOTANO",2,500/2022/01349,VIVIENDAS DE USO TURÍSTICO,04/03/22,500/2022/05444,31/07/22,Conceder
11092581,Conceder,Distrito de Puente de Vallecas,CALLE MANUEL MAROTO 29,BAJA,7,500/2022/01567,VIVIENDAS DE USO TURÍSTICO,14/03/22,500/2022/05586,07/09/22,Conceder
11012340,Conceder,Distrito de Retiro,CALLE ALCALDE SAINZ DE BARANDA 28,BAJA,1,500/2022/01597,VIVIENDAS DE USO TURÍSTICO,11/03/22,500/2022/06450,28/09/22,Conceder
